loan_id,origination_month,original_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type
LN004125,2023-09-01,318851.69,5.923,750-799,<60%,40-50%,PA,Refinance-Rate-Term,Investment,Single-Family
LN004126,2022-02-01,295555.7,6.083,650-699,70-80%,<30%,MI,Refinance-Cashout,Owner-Occupied,Single-Family
LN004127,2023-07-01,354585.05,3.598,650-699,>95%,>50%,GA,Refinance-Cashout,Owner-Occupied,Condo
LN004128,2024-04-01,147194.57,8.457,650-699,70-80%,40-50%,PA,Purchase,Second Home,Single-Family
LN004129,2023-05-01,245209.7,8.657,700-749,80-90%,40-50%,IL,Refinance-Cashout,Owner-Occupied,Single-Family
LN004130,2022-06-01,331184.36,5.034,800+,>95%,30-40%,NC,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004131,2023-07-01,223785.82,3.804,650-699,80-90%,40-50%,NY,Purchase,Owner-Occupied,Single-Family
LN004132,2024-04-01,409594.36,5.411,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family
LN004133,2022-02-01,225786.32,3.768,700-749,70-80%,30-40%,PA,Refinance-Rate-Term,Second Home,Single-Family
LN004134,2022-04-01,314332.91,6.425,750-799,<60%,30-40%,MI,Refinance-Cashout,Owner-Occupied,Single-Family
LN004135,2023-10-01,289504.3,5.25,750-799,70-80%,40-50%,PA,Purchase,Owner-Occupied,Single-Family
LN004136,2024-02-01,198531.91,5.357,750-799,90-95%,>50%,IL,Purchase,Owner-Occupied,Single-Family
LN004137,2024-12-01,306049.1,7.639,700-749,70-80%,40-50%,TX,Purchase,Owner-Occupied,Condo
LN004138,2023-01-01,168806.78,4.071,750-799,90-95%,30-40%,NY,Refinance-Cashout,Owner-Occupied,Multi-Unit
LN004139,2024-08-01,255638.88,4.132,650-699,80-90%,30-40%,CA,Refinance-Cashout,Owner-Occupied,Single-Family
LN004140,2023-05-01,303027.42,6.288,800+,>95%,30-40%,NC,Purchase,Owner-Occupied,Single-Family
LN004141,2024-12-01,157266.18,4.367,700-749,90-95%,40-50%,NC,Purchase,Owner-Occupied,Single-Family
LN004142,2023-07-01,362350.16,7.406,700-749,80-90%,40-50%,GA,Refinance-Cashout,Owner-Occupied,Single-Family
LN004143,2024-11-01,326037.47,6.501,800+,90-95%,30-40%,NY,Refinance-Rate-Term,Investment,Single-Family
LN004144,2024-04-01,353200.08,4.443,750-799,80-90%,>50%,IL,Refinance-Cashout,Investment,Single-Family
LN004145,2022-01-01,300246.91,2.5,750-799,80-90%,40-50%,CA,Refinance-Cashout,Owner-Occupied,Single-Family
LN004146,2023-06-01,184931.64,2.822,650-699,80-90%,30-40%,NY,Purchase,Owner-Occupied,Single-Family
LN004147,2024-09-01,299992.71,4.277,800+,80-90%,30-40%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004148,2022-12-01,362309.71,5.607,750-799,70-80%,<30%,IL,Purchase,Owner-Occupied,Single-Family
LN004149,2022-08-01,180969.12,6.653,700-749,70-80%,30-40%,TX,Refinance-Cashout,Owner-Occupied,Multi-Unit
LN004150,2023-12-01,188917.4,4.674,800+,70-80%,<30%,TX,Refinance-Rate-Term,Owner-Occupied,Condo
LN004151,2023-04-01,275391.56,3.667,650-699,60-70%,40-50%,TX,Refinance-Cashout,Owner-Occupied,Single-Family
LN004152,2022-04-01,262867.05,4.789,600-649,70-80%,40-50%,GA,Refinance-Cashout,Owner-Occupied,Single-Family
LN004153,2024-03-01,298383.62,5.031,700-749,90-95%,30-40%,TX,Purchase,Investment,Single-Family
LN004154,2022-09-01,270830.21,6.957,600-649,80-90%,<30%,PA,Purchase,Owner-Occupied,Single-Family
LN004155,2023-04-01,315999.95,6.874,750-799,<60%,40-50%,TX,Purchase,Owner-Occupied,Single-Family
LN004156,2022-12-01,422181.8,3.497,650-699,80-90%,30-40%,GA,Refinance-Cashout,Owner-Occupied,Single-Family
LN004157,2024-07-01,353838.84,5.681,600-649,90-95%,>50%,CA,Refinance-Cashout,Owner-Occupied,Single-Family
LN004158,2023-12-01,305615.17,3.719,700-749,80-90%,30-40%,TX,Refinance-Cashout,Owner-Occupied,Single-Family
LN004159,2023-02-01,189328.85,3.762,700-749,80-90%,<30%,IL,Refinance-Rate-Term,Investment,Single-Family
LN004160,2024-01-01,227801.34,6.558,650-699,60-70%,40-50%,PA,Purchase,Owner-Occupied,Single-Family
LN004161,2024-10-01,384173.42,4.701,<600,70-80%,40-50%,NC,Purchase,Owner-Occupied,Single-Family
LN004162,2022-03-01,253151.46,5.96,700-749,70-80%,<30%,PA,Purchase,Investment,Single-Family
LN004163,2023-12-01,203224.79,5.802,750-799,<60%,30-40%,GA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004164,2022-09-01,509803.31,4.881,750-799,60-70%,40-50%,OH,Refinance-Cashout,Owner-Occupied,Single-Family
LN004165,2024-02-01,452445.94,5.499,600-649,90-95%,<30%,CA,Purchase,Owner-Occupied,Single-Family
LN004166,2023-08-01,287554.66,5.306,700-749,80-90%,<30%,TX,Refinance-Cashout,Owner-Occupied,Single-Family
LN004167,2022-10-01,191733.55,3.274,650-699,70-80%,40-50%,NY,Purchase,Owner-Occupied,Multi-Unit
LN004168,2023-07-01,372335.88,5.731,700-749,70-80%,40-50%,CA,Purchase,Owner-Occupied,Single-Family
LN004169,2022-03-01,250993.2,3.941,800+,70-80%,40-50%,GA,Purchase,Owner-Occupied,Single-Family
LN004170,2023-12-01,388853.28,3.396,700-749,<60%,30-40%,NY,Purchase,Owner-Occupied,Single-Family
LN004171,2022-05-01,251094.66,6.282,700-749,80-90%,30-40%,OH,Refinance-Cashout,Investment,Single-Family
LN004172,2022-03-01,464539.56,4.113,650-699,60-70%,30-40%,OH,Purchase,Owner-Occupied,Single-Family
LN004173,2024-03-01,248125.84,6.666,800+,80-90%,40-50%,GA,Purchase,Owner-Occupied,Single-Family
LN004174,2023-04-01,536473.35,6.648,700-749,80-90%,40-50%,NC,Refinance-Cashout,Owner-Occupied,Multi-Unit
LN004175,2023-03-01,319505.78,4.285,700-749,70-80%,30-40%,NC,Refinance-Cashout,Owner-Occupied,Multi-Unit
LN004176,2024-11-01,438430.56,6.603,700-749,80-90%,30-40%,OH,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004177,2022-12-01,245989.96,4.416,650-699,60-70%,40-50%,NC,Purchase,Owner-Occupied,Single-Family
LN004178,2024-02-01,168864.97,4.897,750-799,70-80%,30-40%,IL,Purchase,Second Home,Single-Family
LN004179,2024-10-01,69377.72,5.741,<600,80-90%,<30%,MI,Purchase,Owner-Occupied,Multi-Unit
LN004180,2023-11-01,427660.38,8.059,750-799,80-90%,<30%,NY,Purchase,Owner-Occupied,Single-Family
LN004181,2024-07-01,306801.39,6.411,700-749,60-70%,40-50%,FL,Refinance-Cashout,Second Home,Single-Family
LN004182,2023-08-01,175242.45,4.913,600-649,70-80%,>50%,PA,Purchase,Owner-Occupied,Single-Family
LN004183,2022-12-01,431820.31,5.155,650-699,70-80%,30-40%,MI,Purchase,Second Home,Single-Family
LN004184,2023-11-01,415599.4,2.625,750-799,70-80%,30-40%,NC,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004185,2022-04-01,438238.58,6.507,650-699,80-90%,<30%,NY,Refinance-Cashout,Investment,Single-Family
LN004186,2023-11-01,166021.4,6.346,650-699,70-80%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
LN004187,2022-01-01,424641.13,5.425,600-649,80-90%,30-40%,FL,Purchase,Investment,Single-Family
LN004188,2024-01-01,338404.2,6.077,750-799,<60%,30-40%,FL,Purchase,Owner-Occupied,Condo
LN004189,2022-02-01,442762.3,2.5,750-799,90-95%,40-50%,TX,Purchase,Owner-Occupied,Single-Family
LN004190,2024-06-01,354273.12,3.377,750-799,70-80%,30-40%,NC,Purchase,Owner-Occupied,Single-Family
LN004191,2022-03-01,317301.56,7.702,700-749,<60%,40-50%,NY,Purchase,Investment,Single-Family
LN004192,2023-09-01,425998.52,4.613,700-749,70-80%,40-50%,FL,Purchase,Owner-Occupied,Condo
LN004193,2024-01-01,385189.94,6.136,650-699,70-80%,<30%,MI,Purchase,Owner-Occupied,Single-Family
LN004194,2023-08-01,408176.56,3.88,650-699,60-70%,<30%,PA,Purchase,Owner-Occupied,Single-Family
LN004195,2023-10-01,251195.26,4.337,750-799,80-90%,40-50%,GA,Refinance-Cashout,Owner-Occupied,Single-Family
LN004196,2023-09-01,282759.06,7.782,750-799,90-95%,40-50%,GA,Purchase,Owner-Occupied,Condo
LN004197,2024-09-01,126618.64,4.764,750-799,70-80%,30-40%,MI,Refinance-Cashout,Owner-Occupied,Single-Family
LN004198,2023-03-01,243987.59,5.785,700-749,70-80%,<30%,PA,Purchase,Owner-Occupied,Single-Family
LN004199,2023-03-01,379039.35,5.196,750-799,60-70%,40-50%,IL,Refinance-Cashout,Second Home,Single-Family
LN004200,2024-01-01,356418.78,5.37,800+,90-95%,30-40%,OH,Purchase,Owner-Occupied,Single-Family
LN004201,2023-09-01,202046.79,5.318,650-699,70-80%,<30%,FL,Purchase,Owner-Occupied,Multi-Unit
LN004202,2023-12-01,428234.54,2.5,650-699,60-70%,>50%,MI,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004203,2022-05-01,597307.53,5.716,700-749,70-80%,40-50%,TX,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004204,2022-06-01,209727.55,4.194,650-699,<60%,40-50%,GA,Refinance-Cashout,Second Home,Condo
LN004205,2023-11-01,279411.82,7.669,750-799,70-80%,<30%,NC,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004206,2022-04-01,237840.46,3.841,650-699,<60%,30-40%,PA,Purchase,Owner-Occupied,Single-Family
LN004207,2024-03-01,290511.42,4.293,700-749,60-70%,40-50%,NY,Purchase,Owner-Occupied,Single-Family
LN004208,2023-06-01,327390.6,8.669,700-749,60-70%,40-50%,PA,Purchase,Owner-Occupied,Single-Family
LN004209,2023-09-01,230266.71,6.085,700-749,90-95%,30-40%,OH,Purchase,Owner-Occupied,Single-Family
LN004210,2024-04-01,272308.02,3.525,650-699,90-95%,>50%,GA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004211,2024-11-01,308724.32,5.265,800+,70-80%,30-40%,FL,Purchase,Owner-Occupied,Single-Family
LN004212,2023-10-01,347160.2,3.169,650-699,70-80%,<30%,PA,Refinance-Cashout,Second Home,Single-Family
LN004213,2023-11-01,446649.29,5.386,750-799,80-90%,30-40%,MI,Purchase,Owner-Occupied,Single-Family
LN004214,2022-03-01,298552.11,3.793,750-799,70-80%,40-50%,PA,Purchase,Owner-Occupied,Single-Family
LN004215,2022-10-01,243816.44,7.797,600-649,70-80%,40-50%,MI,Purchase,Second Home,Single-Family
LN004216,2024-01-01,369633.91,5.631,800+,80-90%,40-50%,OH,Purchase,Investment,Single-Family
LN004217,2022-08-01,340017.29,5.791,700-749,70-80%,<30%,NY,Refinance-Cashout,Owner-Occupied,Single-Family
LN004218,2022-11-01,280717.24,6.425,700-749,70-80%,40-50%,PA,Refinance-Cashout,Owner-Occupied,Single-Family
LN004219,2022-05-01,348501.67,6.592,700-749,70-80%,30-40%,TX,Purchase,Investment,Single-Family
LN004220,2024-05-01,261685.14,3.966,700-749,70-80%,30-40%,GA,Refinance-Cashout,Owner-Occupied,Condo
LN004221,2022-05-01,246961.6,5.142,600-649,80-90%,40-50%,FL,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004222,2022-09-01,110068.28,4.332,750-799,80-90%,30-40%,NC,Refinance-Cashout,Owner-Occupied,Single-Family
LN004223,2022-02-01,267207.69,8.141,700-749,>95%,30-40%,GA,Purchase,Owner-Occupied,Condo
LN004224,2022-01-01,123747.7,2.5,600-649,80-90%,30-40%,PA,Purchase,Owner-Occupied,Condo
LN004225,2024-06-01,236059.62,4.137,750-799,60-70%,30-40%,MI,Purchase,Investment,Single-Family
LN004226,2022-11-01,357948.07,4.88,750-799,80-90%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
LN004227,2024-04-01,149483.03,5.205,700-749,80-90%,30-40%,GA,Purchase,Owner-Occupied,Condo
LN004228,2022-12-01,281015.51,5.175,600-649,70-80%,30-40%,PA,Purchase,Owner-Occupied,Single-Family
LN004229,2024-02-01,306547.37,4.931,700-749,70-80%,30-40%,CA,Refinance-Rate-Term,Owner-Occupied,Condo
LN004230,2023-01-01,276140.58,4.756,600-649,<60%,40-50%,PA,Purchase,Owner-Occupied,Multi-Unit
LN004231,2022-08-01,251866.52,5.362,700-749,>95%,<30%,IL,Refinance-Rate-Term,Investment,Single-Family
LN004232,2024-04-01,332538.88,5.692,800+,90-95%,40-50%,PA,Refinance-Rate-Term,Owner-Occupied,Condo
LN004233,2024-06-01,346409.92,7.686,<600,70-80%,40-50%,CA,Refinance-Cashout,Owner-Occupied,Single-Family
LN004234,2022-09-01,300152.61,7.673,650-699,60-70%,40-50%,NY,Purchase,Owner-Occupied,Condo
LN004235,2024-07-01,257423.91,5.451,750-799,80-90%,40-50%,OH,Purchase,Owner-Occupied,Single-Family
LN004236,2023-09-01,386473.59,4.257,<600,70-80%,<30%,IL,Purchase,Owner-Occupied,Single-Family
LN004237,2024-10-01,168925.99,4.362,<600,70-80%,<30%,PA,Purchase,Owner-Occupied,Single-Family
LN004238,2024-07-01,368737.86,3.029,700-749,80-90%,40-50%,TX,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004239,2024-01-01,341969.44,6.43,750-799,80-90%,40-50%,GA,Purchase,Owner-Occupied,Multi-Unit
LN004240,2022-12-01,319902.68,4.933,750-799,<60%,30-40%,MI,Purchase,Second Home,Single-Family
LN004241,2022-01-01,299010.45,5.656,750-799,80-90%,30-40%,NY,Purchase,Owner-Occupied,Single-Family
LN004242,2023-10-01,111003.12,5.501,700-749,80-90%,40-50%,PA,Purchase,Owner-Occupied,Single-Family
LN004243,2022-01-01,438735.24,3.954,750-799,70-80%,40-50%,FL,Refinance-Cashout,Owner-Occupied,Condo
LN004244,2022-01-01,383867.1,3.768,<600,70-80%,40-50%,NC,Refinance-Cashout,Owner-Occupied,Single-Family
LN004245,2023-09-01,203860.98,4.321,650-699,60-70%,<30%,GA,Purchase,Investment,Condo
LN004246,2023-03-01,375880.97,5.729,650-699,60-70%,<30%,PA,Purchase,Owner-Occupied,Single-Family
LN004247,2023-05-01,318883.97,4.879,650-699,<60%,30-40%,NC,Refinance-Cashout,Owner-Occupied,Single-Family
LN004248,2023-10-01,241699.8,2.5,650-699,60-70%,<30%,MI,Refinance-Cashout,Owner-Occupied,Condo
LN004249,2024-11-01,419179.37,3.464,700-749,70-80%,>50%,NC,Refinance-Cashout,Investment,Single-Family
LN004250,2023-04-01,256916.07,4.599,700-749,60-70%,<30%,TX,Purchase,Owner-Occupied,Single-Family
LN004251,2022-08-01,435612.66,4.954,650-699,70-80%,<30%,NC,Purchase,Owner-Occupied,Multi-Unit
LN004252,2023-05-01,353428.04,5.773,750-799,70-80%,<30%,GA,Purchase,Owner-Occupied,Single-Family
LN004253,2023-05-01,395655.87,5.059,750-799,70-80%,40-50%,TX,Refinance-Cashout,Investment,Single-Family
LN004254,2024-02-01,357908.54,4.456,650-699,80-90%,30-40%,NC,Refinance-Cashout,Owner-Occupied,Condo
LN004255,2023-01-01,353273.08,4.404,650-699,70-80%,40-50%,IL,Purchase,Owner-Occupied,Single-Family
LN004256,2023-05-01,321523.04,5.302,650-699,<60%,40-50%,NC,Purchase,Owner-Occupied,Condo
LN004257,2023-05-01,227318.11,5.627,600-649,60-70%,30-40%,FL,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004258,2023-02-01,306252.57,4.505,750-799,80-90%,<30%,NY,Refinance-Cashout,Owner-Occupied,Single-Family
LN004259,2022-06-01,391639.08,3.383,<600,70-80%,40-50%,CA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004260,2024-11-01,371925.97,4.852,650-699,90-95%,40-50%,IL,Refinance-Rate-Term,Owner-Occupied,Multi-Unit
LN004261,2023-02-01,350125.35,4.025,600-649,80-90%,<30%,OH,Purchase,Second Home,Condo
LN004262,2022-08-01,90424.67,5.431,750-799,70-80%,30-40%,OH,Purchase,Owner-Occupied,Single-Family
LN004263,2023-03-01,278677.59,7.221,<600,70-80%,40-50%,PA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004264,2024-03-01,268171.08,2.973,750-799,80-90%,30-40%,PA,Refinance-Cashout,Owner-Occupied,Single-Family
LN004265,2023-01-01,189674.24,6.726,<600,60-70%,30-40%,GA,Purchase,Owner-Occupied,Single-Family
LN004266,2024-07-01,390375.76,5.704,750-799,60-70%,40-50%,MI,Purchase,Owner-Occupied,Multi-Unit
LN004267,2024-11-01,97469.13,6.654,800+,70-80%,<30%,NC,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004268,2022-06-01,383663.57,4.346,700-749,90-95%,40-50%,NY,Purchase,Owner-Occupied,Multi-Unit
LN004269,2022-05-01,432923.82,2.831,750-799,70-80%,30-40%,NY,Purchase,Owner-Occupied,Single-Family
LN004270,2023-10-01,279015.83,5.27,750-799,70-80%,<30%,GA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004271,2023-11-01,292566.11,7.1,750-799,60-70%,40-50%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004272,2024-01-01,396755.92,3.409,750-799,70-80%,<30%,MI,Refinance-Cashout,Owner-Occupied,Single-Family
LN004273,2024-10-01,223634.53,3.635,650-699,80-90%,40-50%,NC,Purchase,Owner-Occupied,Single-Family
LN004274,2024-02-01,366077.65,5.881,700-749,70-80%,30-40%,PA,Purchase,Investment,Condo
LN004275,2022-05-01,208218.57,4.232,800+,80-90%,<30%,NC,Purchase,Investment,Single-Family
LN004276,2024-02-01,178255.81,7.499,650-699,70-80%,<30%,NY,Refinance-Cashout,Investment,Single-Family
LN004277,2023-08-01,329599.07,5.978,800+,80-90%,40-50%,CA,Refinance-Cashout,Second Home,Single-Family
LN004278,2022-06-01,297331.3,3.921,700-749,70-80%,30-40%,NY,Purchase,Investment,Condo
LN004279,2022-06-01,127899.57,4.153,700-749,80-90%,30-40%,NC,Purchase,Owner-Occupied,Multi-Unit
LN004280,2023-06-01,441531.1,4.212,750-799,80-90%,30-40%,OH,Purchase,Investment,Single-Family
LN004281,2022-04-01,258528.3,4.936,750-799,80-90%,40-50%,PA,Purchase,Owner-Occupied,Multi-Unit
LN004282,2023-05-01,351067.99,5.457,700-749,60-70%,<30%,TX,Purchase,Second Home,Single-Family
LN004283,2023-02-01,460518.33,5.347,<600,80-90%,40-50%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004284,2023-02-01,324760.44,3.313,750-799,70-80%,>50%,CA,Refinance-Rate-Term,Owner-Occupied,Multi-Unit
LN004285,2023-01-01,427329.21,6.353,800+,>95%,30-40%,FL,Refinance-Rate-Term,Investment,Single-Family
LN004286,2022-07-01,213694.6,4.565,700-749,70-80%,30-40%,TX,Refinance-Cashout,Owner-Occupied,Single-Family
LN004287,2023-03-01,442098.54,3.609,650-699,80-90%,40-50%,NY,Purchase,Owner-Occupied,Condo
LN004288,2023-07-01,217413.55,4.305,650-699,70-80%,30-40%,NY,Refinance-Cashout,Owner-Occupied,Single-Family
LN004289,2024-11-01,242885.85,6.521,800+,70-80%,40-50%,NC,Purchase,Owner-Occupied,Single-Family
LN004290,2023-05-01,154533.46,5.285,<600,60-70%,<30%,OH,Purchase,Owner-Occupied,Single-Family
LN004291,2024-11-01,326842.46,5.416,700-749,60-70%,30-40%,FL,Purchase,Owner-Occupied,Single-Family
LN004292,2023-07-01,363092.75,3.245,650-699,60-70%,>50%,OH,Purchase,Owner-Occupied,Condo
LN004293,2023-08-01,376680.84,5.198,650-699,60-70%,30-40%,GA,Purchase,Investment,Multi-Unit
LN004294,2024-12-01,156841.37,6.496,650-699,<60%,30-40%,OH,Purchase,Owner-Occupied,Single-Family
LN004295,2024-11-01,337497.62,2.5,650-699,80-90%,40-50%,GA,Purchase,Owner-Occupied,Multi-Unit
LN004296,2024-08-01,341198.24,4.417,750-799,70-80%,>50%,NC,Refinance-Cashout,Second Home,Single-Family
LN004297,2023-12-01,361477.17,5.935,650-699,80-90%,<30%,CA,Purchase,Owner-Occupied,Single-Family
LN004298,2023-05-01,222727.12,5.237,650-699,70-80%,>50%,MI,Purchase,Owner-Occupied,Single-Family
LN004299,2022-07-01,50000.0,3.472,700-749,80-90%,40-50%,PA,Refinance-Cashout,Second Home,Single-Family
LN004300,2022-01-01,370647.89,5.597,800+,70-80%,>50%,NY,Refinance-Rate-Term,Second Home,Multi-Unit
LN004301,2024-11-01,285417.04,3.249,750-799,<60%,40-50%,CA,Purchase,Owner-Occupied,Condo
LN004302,2024-08-01,328024.11,3.699,600-649,70-80%,40-50%,TX,Purchase,Owner-Occupied,Condo
LN004303,2024-12-01,290539.3,3.856,<600,80-90%,40-50%,MI,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004304,2023-01-01,323450.22,7.315,700-749,70-80%,<30%,NY,Purchase,Investment,Condo
LN004305,2022-06-01,373711.93,2.5,750-799,80-90%,>50%,CA,Purchase,Second Home,Single-Family
LN004306,2023-02-01,114297.83,2.606,650-699,80-90%,<30%,PA,Purchase,Owner-Occupied,Single-Family
LN004307,2023-03-01,414102.03,5.425,650-699,70-80%,<30%,CA,Refinance-Rate-Term,Owner-Occupied,Multi-Unit
LN004308,2022-04-01,281785.75,5.157,750-799,80-90%,40-50%,NC,Purchase,Owner-Occupied,Single-Family
LN004309,2023-04-01,462707.43,4.295,700-749,80-90%,<30%,MI,Purchase,Second Home,Single-Family
LN004310,2024-04-01,254054.46,5.021,700-749,60-70%,40-50%,FL,Purchase,Owner-Occupied,Single-Family
LN004311,2023-04-01,231840.22,3.403,600-649,70-80%,40-50%,CA,Refinance-Rate-Term,Owner-Occupied,Multi-Unit
LN004312,2022-04-01,285166.06,5.138,650-699,80-90%,30-40%,PA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004313,2024-02-01,349998.7,5.314,650-699,70-80%,<30%,PA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004314,2024-04-01,272564.74,6.822,650-699,90-95%,30-40%,OH,Purchase,Owner-Occupied,Single-Family
LN004315,2024-08-01,357251.33,7.861,800+,60-70%,40-50%,OH,Refinance-Cashout,Owner-Occupied,Single-Family
LN004316,2022-02-01,261287.41,4.599,<600,80-90%,40-50%,MI,Purchase,Owner-Occupied,Single-Family
LN004317,2024-07-01,303489.22,3.09,700-749,80-90%,<30%,NY,Purchase,Second Home,Single-Family
LN004318,2022-03-01,523655.29,5.577,700-749,80-90%,>50%,IL,Refinance-Cashout,Owner-Occupied,Single-Family
LN004319,2022-08-01,335726.69,4.799,650-699,70-80%,30-40%,FL,Refinance-Cashout,Owner-Occupied,Single-Family
LN004320,2023-12-01,343749.62,4.733,750-799,70-80%,30-40%,PA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004321,2023-03-01,152743.0,2.583,750-799,70-80%,<30%,OH,Refinance-Cashout,Owner-Occupied,Single-Family
LN004322,2024-07-01,435428.75,5.148,800+,70-80%,30-40%,NC,Purchase,Owner-Occupied,Condo
LN004323,2022-09-01,406646.51,5.634,650-699,90-95%,40-50%,NC,Purchase,Owner-Occupied,Single-Family
LN004324,2022-02-01,228555.09,6.49,600-649,60-70%,30-40%,IL,Purchase,Investment,Single-Family
LN004325,2022-08-01,404672.59,4.242,600-649,70-80%,40-50%,NY,Purchase,Second Home,Multi-Unit
LN004326,2022-07-01,332980.12,3.762,650-699,60-70%,40-50%,OH,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN004327,2023-04-01,304641.59,4.23,700-749,70-80%,30-40%,FL,Purchase,Owner-Occupied,Single-Family
LN004328,2024-11-01,429095.56,6.401,750-799,80-90%,30-40%,NY,Refinance-Cashout,Second Home,Single-Family
LN004329,2024-06-01,248770.14,7.079,650-699,60-70%,<30%,NC,Purchase,Owner-Occupied,Single-Family
LN004330,2022-10-01,227764.49,6.681,800+,80-90%,30-40%,IL,Purchase,Owner-Occupied,Single-Family
LN004331,2023-06-01,320756.33,5.972,700-749,60-70%,30-40%,MI,Purchase,Owner-Occupied,Condo
LN004332,2022-05-01,352822.88,4.952,700-749,70-80%,<30%,OH,Refinance-Cashout,Owner-Occupied,Single-Family
LN004333,2024-05-01,396631.59,5.186,650-699,70-80%,30-40%,TX,Refinance-Cashout,Owner-Occupied,Single-Family
LN004334,2024-10-01,284904.7,5.404,650-699,70-80%,40-50%,NC,Refinance-Rate-Term,Investment,Condo
LN004335,2023-11-01,215022.89,4.622,750-799,60-70%,30-40%,IL,Refinance-Cashout,Owner-Occupied,Single-Family
LN004336,2022-05-01,552856.77,6.334,600-649,80-90%,>50%,IL,Refinance-Cashout,Owner-Occupied,Single-Family
LN004337,2024-06-01,191340.54,2.521,750-799,70-80%,30-40%,NY,Refinance-Cashout,Owner-Occupied,Single-Family
LN004338,2022-06-01,305511.81,2.798,700-749,<60%,>50%,GA,Purchase,Owner-Occupied,Single-Family
LN004339,2022-04-01,377970.55,2.518,750-799,80-90%,30-40%,NY,Purchase,Investment,Single-Family
LN004340,2024-05-01,415112.26,3.797,750-799,60-70%,40-50%,TX,Purchase,Owner-Occupied,Single-Family
